OBJECTID,DATASET_E,DATASET_C,ADDRESS_E,ADDRESS_C,SEARCH1_E,SEARCH1_C,SEARCH2_E,SEARCH2_C,NSEARCH1_E,NSEARCH1_C,NSEARCH2_E,NSEARCH2_C,NSEARCH3_E,NSEARCH3_C,NSEARCH4_E,NSEARCH4_C,NSEARCH5_E,NSEARCH5_C,LATITUDE,LONGITUDE,GeometryLongitude,GeometryLatitude
36161,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK A8,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 A8座,Yuen Long,元朗,New Territories,新界,2099345,2099345,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42882087,113.9960827,113.99608269955695,22.428820869787387
36162,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK A9,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 A9座,Yuen Long,元朗,New Territories,新界,2099357,2099357,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42886042,113.9960193,113.99601930005076,22.428860420172327
36163,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK A10,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 A10座,Yuen Long,元朗,New Territories,新界,2099372,2099372,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42889282,113.9959637,113.99596370036454,22.42889282004768
36164,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK A11,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 A11座,Yuen Long,元朗,New Territories,新界,2099386,2099386,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42893338,113.9959018,113.99590180002815,22.428933380371234
36165,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK A12,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 A12座,Yuen Long,元朗,New Territories,新界,2099405,2099405,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42896549,113.995845,113.99584499974696,22.428965489765574
36166,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B1,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B1座,Yuen Long,元朗,New Territories,新界,2099420,2099420,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42878916,113.9958795,113.9958795004386,22.42878915969203
36167,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B2,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B2座,Yuen Long,元朗,New Territories,新界,2099443,2099443,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42872228,113.9958899,113.99588990019879,22.428722279809392
36168,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B3,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B3座,Yuen Long,元朗,New Territories,新界,2099457,2099457,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42862661,113.9958788,113.99587879986677,22.428626609930177
36169,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B4,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B4座,Yuen Long,元朗,New Territories,新界,2099477,2099477,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.428569,113.9958479,113.99584790006065,22.428569000259188
36170,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B5,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B5座,Yuen Long,元朗,New Territories,新界,2099485,2099485,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42850177,113.995794,113.99579400009304,22.428501769641002
36171,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B6,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B6座,Yuen Long,元朗,New Territories,新界,2099510,2099510,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42844784,113.9957637,113.99576370013472,22.428447839995897
36172,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B7,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B7座,Yuen Long,元朗,New Territories,新界,2099526,2099526,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42835572,113.9956487,113.99564870022743,22.42835571974075
36173,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B8,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B8座,Yuen Long,元朗,New Territories,新界,2099569,2099569,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42831799,113.9957213,113.99572129979822,22.428317989583604
36174,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B9,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B9座,Yuen Long,元朗,New Territories,新界,2099583,2099583,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42829378,113.9957787,113.99577869992709,22.42829377983412
36175,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B10,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B10座,Yuen Long,元朗,New Territories,新界,2099593,2099593,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42826226,113.9958626,113.99586260037881,22.42826226039506
36176,Building information and age records,樓宇資料及樓齡紀錄,DD 124 LOT 4211 6 TAN KWAI TSUEN ARNOLD GARDENS BLK B11,元朗 洪水橋 丹桂村6號 丈量約份第124約地段第4211號 雅樂花園 B11座,Yuen Long,元朗,New Territories,新界,2099610,2099610,NT117/84,NT117/84,1984-09-03,1984-09-03,Tower,座,Residential/Composite,住宅/綜合用途,22.42823552,113.9959197,113.9959197001341,22.42823551995332
36177,Building information and age records,樓宇資料及樓齡紀錄,5800 TAI PO RD MA LIU SHUI SEA VIEW VILLA BLK 1,沙田 大埔公路馬料水段5800號 海恬閣 1座,Sha Tin,沙田,New Territories,新界,2100277,2100277,NT85/71,NT85/71,1971-07-29,1971-07-29,Tower,座,Residential/Composite,住宅/綜合用途,22.40783616,114.2096122,114.20961219984326,22.40783616021065
36178,Building information and age records,樓宇資料及樓齡紀錄,5800 TAI PO RD MA LIU SHUI SEA VIEW VILLA BLK 2,沙田 大埔公路馬料水段5800號 海恬閣 2座,Sha Tin,沙田,New Territories,新界,2100294,2100294,NT85/71,NT85/71,1971-07-29,1971-07-29,Tower,座,Residential/Composite,住宅/綜合用途,22.40794705,114.2096353,114.2096352998293,22.40794705021625
36179,Building information and age records,樓宇資料及樓齡紀錄,11 CLUB ST,元朗 流浮山 會所街11號,Yuen Long,元朗,New Territories,新界,2100556,2100556,PWCLUB11,PWCLUB11,,,Tower,座,Others,其他,22.4682515,113.98273,113.98273000018946,22.468251500106703
36180,Building information and age records,樓宇資料及樓齡紀錄,DD 77 LOT 812 RP & STT 713 & STT 1027 OFF PING CHE RD,粉嶺 近坪輋路 丈量約份第77約地段第812號餘 段 及短期租約第713號 及短期 租約第1027號,North,北區,New Territories,新界,2100691,2100691,NT32/76,NT32/76,1976-03-12,1976-03-12,Tower,座,Industrial,工業,22.52389805,114.1615484,114.16154839983881,22.523898049955108
36181,Building information and age records,樓宇資料及樓齡紀錄,21 WANG LOK ST,元朗 元朗工業邨 宏樂街21號,Yuen Long,元朗,New Territories,新界,2100840,2100840,NT103/90,NT103/90,1990-08-14,1990-08-14,Tower,座,Industrial,工業,22.4631455,114.0290446,114.0290445999284,22.46314550026466
36182,Building information and age records,樓宇資料及樓齡紀錄,DD 128 LOT 393 RP DEEP BAY RD,元朗 流浮山 鰲磡石 深灣路 丈量約份第128約地段第393號餘 段,Yuen Long,元朗,New Territories,新界,2100957,2100957,NT8/82,NT8/82,1982-01-12,1982-01-12,Tower,座,Others,其他,22.45301423,113.9705655,113.97056550039758,22.453014230022745
36183,Building information and age records,樓宇資料及樓齡紀錄,19 TONG YAN SAN TSUEN RD WING ON KU,元朗 屏山 唐人新村路19號 永安居,Yuen Long,元朗,New Territories,新界,2101112,2101112,NT24/77,NT24/77,1977-02-11,1977-02-11,Tower,座,Residential/Composite,住宅/綜合用途,22.43978245,114.0112724,114.0112724000013,22.43978244990018
36184,Building information and age records,樓宇資料及樓齡紀錄,12 STATION LANE KA WAI CHUEN KA WING LAU (BLK 10),差館里12號 家維邨 家榮樓(第10座),Kowloon City,九龍城,Kowloon,九龍,2101789,2101789,K7/93,K7/93,1993-02-22,1993-02-22,Podium,平台,Residential/Composite,住宅/綜合用途,22.30794648,114.1863201,114.18632009969292,22.307946480245903
36185,Building information and age records,樓宇資料及樓齡紀錄,54 FAIRVIEW PARK SECT M 2ND ST FAIRVIEW PARK,元朗 錦綉花園M段第二街54號 錦綉花園,Yuen Long,元朗,New Territories,新界,2101797,2101797,NT140/85,NT140/85,1985-11-12,1985-11-12,Tower,座,Residential/Composite,住宅/綜合用途,22.48265123,114.0444084,114.04440840012762,22.48265122977051
36186,Building information and age records,樓宇資料及樓齡紀錄,44 MA TAU WAI RD KA WAI CHUEN KA YEE LAU (BLK 2),馬頭圍道44號 家維邨 家義樓(第2座),Kowloon City,九龍城,Kowloon,九龍,2101830,2101830,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30754543,114.1869107,114.18691069976899,22.307545430277457
36187,Building information and age records,樓宇資料及樓齡紀錄,8 STATION LANE KA WAI CHUEN KA LEI LAU (BLK 1),差館里8號 家維邨 家禮樓(第1座),Kowloon City,九龍城,Kowloon,九龍,2101901,2101901,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30767541,114.186607,114.18660699961345,22.307675410192076
36188,Building information and age records,樓宇資料及樓齡紀錄,46 MA TAU WAI RD KA WAI CHUEN KA LIM LAU (BLK 3),馬頭圍道46號 家維邨 家廉樓(第3座),Kowloon City,九龍城,Kowloon,九龍,2102488,2102488,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30794614,114.187201,114.18720100002622,22.307946140302192
36189,Building information and age records,樓宇資料及樓齡紀錄,48 MA TAU WAI RD KA WAI CHUEN KA HING LAU (BLK 4),馬頭圍道48號 家維邨 家興樓(第4座),Kowloon City,九龍城,Kowloon,九龍,2103101,2103101,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30848599,114.1873487,114.18734870018238,22.30848598983664
36190,Building information and age records,樓宇資料及樓齡紀錄,1A FAT KWONG ST KA WAI CHUEN KA BONG LAU (BLK 5),佛光街1A號 家維邨 家邦樓(第5座),Kowloon City,九龍城,Kowloon,九龍,2103162,2103162,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30855318,114.187036,114.1870359996118,22.308553179985324
36191,Building information and age records,樓宇資料及樓齡紀錄,3 FAT KWONG ST KA WAI CHUEN KA SHING LAU (BLK 7),佛光街3號 家維邨 家盛樓(第7座),Kowloon City,九龍城,Kowloon,九龍,2103199,2103199,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30862828,114.1864762,114.18647620041634,22.30862827967144
36192,Building information and age records,樓宇資料及樓齡紀錄,5 FAT KWONG ST KA WAI CHUEN KA ON LAU (BLK 8),佛光街5號 家維邨 家安樓(第8座),Kowloon City,九龍城,Kowloon,九龍,2103474,2103474,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30863056,114.1860561,114.186056100109,22.308630560352128
36193,Building information and age records,樓宇資料及樓齡紀錄,7 FAT KWONG ST KA WAI CHUEN KA TING LAU (BLK 9),佛光街7號 家維邨 家定樓(第9座),Kowloon City,九龍城,Kowloon,九龍,2103754,2103754,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30829615,114.1860079,114.18600790004461,22.30829615014727
36194,Building information and age records,樓宇資料及樓齡紀錄,12 STATION LANE KA WAI CHUEN KA WING LAU (BLK 10),差館里12號 家維邨 家榮樓(第10座),Kowloon City,九龍城,Kowloon,九龍,2103977,2103977,K7/93,K7/93,1993-02-22,1993-02-22,Tower,座,Residential/Composite,住宅/綜合用途,22.30794647,114.1863202,114.18632020041696,22.307946470353386
36195,Building information and age records,樓宇資料及樓齡紀錄,DD 82 LOT 1562 OFF PING CHE RD TA KWU LING CARITAS CENTRE,粉嶺 打鼓嶺 近坪輋路 丈量約份第82約地段第1562號 打鼓嶺明愛中心,North,北區,New Territories,新界,2104961,2104961,NT90/93,NT90/93,1993-06-10,1993-06-10,Tower,座,Others,其他,22.53307656,114.1534673,114.15346729967621,22.53307656043495
36196,Building information and age records,樓宇資料及樓齡紀錄,OFF TSING WUN RD, ,Tuen Mun,屯門,New Territories,新界,2105044,2105044,NT185/73,NT185/73,1973-12-27,1973-12-27,Tower,座,Others,其他,22.39089982,113.9651187,113.96511869976825,22.390899819870867
36197,Building information and age records,樓宇資料及樓齡紀錄,4105 TAI PO RD TAI PO KAU TRACKSIDE VILLAS,大埔 大埔公路大埔滘段4105號 策誠軒,Tai Po,大埔,New Territories,新界,2105524,2105524,NT55/91,NT55/91,1991-04-26,1991-04-26,Tower,座,Residential/Composite,住宅/綜合用途,22.4408938,114.1827311,114.1827310996606,22.44089379970916
36198,Building information and age records,樓宇資料及樓齡紀錄,45 MEI KWONG ST ON WO YUEN PHASE II ON SHUN BUILDING,美光街45號 安和園第二期 安順大廈,Kowloon City,九龍城,Kowloon,九龍,2106144,2106144,K23/74,K23/74,1974-04-01,1974-04-01,Podium,平台,Residential/Composite,住宅/綜合用途,22.31685623,114.1911501,114.19115010029691,22.316856230130952
36199,Building information and age records,樓宇資料及樓齡紀錄,54 MEI KING ST ON WO YUEN PHASE II ON SHUN BUILDING,美景街54號 安和園第二期 安順大廈,Kowloon City,九龍城,Kowloon,九龍,2106170,2106170,K23/74,K23/74,1974-04-01,1974-04-01,Tower,座,Residential/Composite,住宅/綜合用途,22.31685623,114.1911506,114.19115060032004,22.316856230130952
36200,Building information and age records,樓宇資料及樓齡紀錄,20 PINERY RD E FAIRVIEW PARK,元朗 松濤東路20號 錦綉花園,Yuen Long,元朗,New Territories,新界,2106520,2106520,NT28/87,NT28/87,1987-02-16,1987-02-16,Tower,座,Residential/Composite,住宅/綜合用途,22.47413687,114.0454999,114.04549990010037,22.474136870420296
36201,Building information and age records,樓宇資料及樓齡紀錄,12/18 TIN YAN RD HARBOUR PLAZA RESORT CITY HONG KONG,天水圍 天恩路12/18號 嘉湖海逸酒店,Yuen Long,元朗,New Territories,新界,2106601,2106601,NT106/98,NT106/98,1998-12-24,1998-12-24,Podium,平台,Office/Commercial,寫字樓/商業,22.45789045,114.0026632,114.00266319994682,22.457890450384014
36202,Building information and age records,樓宇資料及樓齡紀錄,12/18 TIN YAN RD HARBOUR PLAZA RESORT CITY HONG KONG,天水圍 天恩路12/18號 嘉湖海逸酒店,Yuen Long,元朗,New Territories,新界,2106824,2106824,NT106/98,NT106/98,1998-12-24,1998-12-24,Tower,座,Office/Commercial,寫字樓/商業,22.45835985,114.0028608,114.0028607998861,22.458359849727344
36203,Building information and age records,樓宇資料及樓齡紀錄,12/18 TIN YAN RD HARBOUR PLAZA RESORT CITY HONG KONG,天水圍 天恩路12/18號 嘉湖海逸酒店,Yuen Long,元朗,New Territories,新界,2106828,2106828,NT4/99,NT4/99,1999-01-18,1999-01-18,Tower,座,Office/Commercial,寫字樓/商業,22.45736803,114.004244,114.00424400036036,22.457368029710835
36204,Building information and age records,樓宇資料及樓齡紀錄,1090 KING'S RD BO FUNG GARDENS(BLK A),英皇道1090號 寶峰園(A座),Eastern,東區,Hong Kong,香港島,2106887,2106887,H135/72,H135/72,1972-08-08,1972-08-08,Tower,座,Residential/Composite,住宅/綜合用途,22.28444718,114.2140676,114.21406760043942,22.284447179893505
36205,Building information and age records,樓宇資料及樓齡紀錄,1092 KING'S RD BO FUNG GARDENS(BLK B),英皇道1092號 寶峰園(B座),Eastern,東區,Hong Kong,香港島,2106994,2106994,H135/72,H135/72,1972-08-08,1972-08-08,Tower,座,Residential/Composite,住宅/綜合用途,22.28445684,114.2143155,114.21431550036016,22.284456840410883
36206,Building information and age records,樓宇資料及樓齡紀錄,1094 KING'S RD BO FUNG GARDENS(BLK C),英皇道1094號 寶峰園(C座),Eastern,東區,Hong Kong,香港島,2107101,2107101,H135/72,H135/72,1972-08-08,1972-08-08,Tower,座,Residential/Composite,住宅/綜合用途,22.28446247,114.2145663,114.21456629969498,22.284462470166943
36207,Building information and age records,樓宇資料及樓齡紀錄,9 MA MIU RD SHENG KUNG HUI ST. MATTHIAS' CHURCH & CHIU CHUN KINDERGARTEN,元朗 媽廟路9號 聖公會聖馬提亞堂暨肖珍幼稚園,Yuen Long,元朗,New Territories,新界,2107220,2107220,NT138/80,NT138/80,1980-10-07,1980-10-07,Tower,座,Others,其他,22.445531,114.0219591,114.0219590996328,22.445531000055666
36208,Building information and age records,樓宇資料及樓齡紀錄,4 WESTLANDS RD WESTLANDS GARDENS BLK A,華蘭路4號 惠安苑 A座,Eastern,東區,Hong Kong,香港島,2107700,2107700,H70/75,H70/75,1975-03-14,1975-03-14,Tower,座,Residential/Composite,住宅/綜合用途,22.28490983,114.2130912,114.21309120019885,22.284909829824812
36209,Building information and age records,樓宇資料及樓齡紀錄,4 WESTLANDS RD WESTLANDS GARDENS BLK B,華蘭路4號 惠安苑 B座,Eastern,東區,Hong Kong,香港島,2107856,2107856,H70/75,H70/75,1975-03-14,1975-03-14,Tower,座,Residential/Composite,住宅/綜合用途,22.28507091,114.2128082,114.21280819973867,22.285070910094475
36210,Building information and age records,樓宇資料及樓齡紀錄,4 WESTLANDS RD WESTLANDS GARDENS BLK C,華蘭路4號 惠安苑 C座,Eastern,東區,Hong Kong,香港島,2108011,2108011,H70/75,H70/75,1975-03-14,1975-03-14,Tower,座,Residential/Composite,住宅/綜合用途,22.2850696,114.2133752,114.21337519980568,22.285069599782275
36211,Building information and age records,樓宇資料及樓齡紀錄,4 WESTLANDS RD WESTLANDS GARDENS BLK D,華蘭路4號 惠安苑 D座,Eastern,東區,Hong Kong,香港島,2108141,2108141,H70/75,H70/75,1975-03-14,1975-03-14,Tower,座,Residential/Composite,住宅/綜合用途,22.28533381,114.2130913,114.2130913000235,22.285333809807526
36212,Building information and age records,樓宇資料及樓齡紀錄,4 WESTLANDS RD WESTLANDS GARDENS BLK E,華蘭路4號 惠安苑 E座,Eastern,東區,Hong Kong,香港島,2108292,2108292,H70/75,H70/75,1975-03-14,1975-03-14,Tower,座,Residential/Composite,住宅/綜合用途,22.28549053,114.2128191,114.21281910042126,22.285490530163884
36213,Building information and age records,樓宇資料及樓齡紀錄,4 WESTLANDS RD WESTLANDS GARDENS BLK F,華蘭路4號 惠安苑 F座,Eastern,東區,Hong Kong,香港島,2108453,2108453,H70/75,H70/75,1975-03-14,1975-03-14,Tower,座,Residential/Composite,住宅/綜合用途,22.28549205,114.2133758,114.21337579965348,22.28549205001815
36214,Building information and age records,樓宇資料及樓齡紀錄,157 KING'S RD CONCORD COMMERCIAL BUILDING,英皇道157號 六合商業大廈,Eastern,東區,Hong Kong,香港島,2108683,2108683,H48/90,H48/90,1990-04-20,1990-04-20,Podium,平台,Office/Commercial,寫字樓/商業,22.28850553,114.1934185,114.19341849986392,22.2885055298064
36215,Building information and age records,樓宇資料及樓齡紀錄,157 KING'S RD CONCORD COMMERCIAL BUILDING,英皇道157號 六合商業大廈,Eastern,東區,Hong Kong,香港島,2108692,2108692,H48/90,H48/90,1990-04-20,1990-04-20,Tower,座,Office/Commercial,寫字樓/商業,22.28850537,114.1934185,114.19341849986392,22.28850536972709
36216,Building information and age records,樓宇資料及樓齡紀錄,99 KING'S RD KIN GA BUILDING,英皇道99號 建基大廈,Wan Chai,灣仔,Hong Kong,香港島,2109075,2109075,H114/88,H114/88,1988-09-30,1988-09-30,Podium,平台,Residential/Composite,住宅/綜合用途,22.28679889,114.1926576,114.19265759966856,22.286798889956856
36217,Building information and age records,樓宇資料及樓齡紀錄,99 KING'S RD KIN GA BUILDING,英皇道99號 建基大廈,Wan Chai,灣仔,Hong Kong,香港島,2109093,2109093,H114/88,H114/88,1988-09-30,1988-09-30,Tower,座,Residential/Composite,住宅/綜合用途,22.28679691,114.1926504,114.19265039969628,22.286796909649695
36218,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109221,2109221,K282/59,K282/59,1959-10-15,1959-10-15,Tower,座,Residential/Composite,住宅/綜合用途,22.31997438,114.1762001,114.17620009975485,22.319974380213523
36219,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109245,2109245,K282/59,K282/59,1959-10-15,1959-10-15,Tower,座,Residential/Composite,住宅/綜合用途,22.32011252,114.1763261,114.17632610016949,22.32011251967708
36220,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109265,2109265,K282/59,K282/59,1959-10-15,1959-10-15,Tower,座,Residential/Composite,住宅/綜合用途,22.32011252,114.1763261,114.17632610016949,22.32011251967708
36221,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109281,2109281,K282/59,K282/59,1959-10-15,1959-10-15,Tower,座,Residential/Composite,住宅/綜合用途,22.32011252,114.1763261,114.17632610016949,22.32011251967708
36222,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109295,2109295,K282/59,K282/59,1959-10-15,1959-10-15,Tower,座,Residential/Composite,住宅/綜合用途,22.32011252,114.1763261,114.17632610016949,22.32011251967708
36223,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109315,2109315,K140/60,K140/60,1960-06-25,1960-06-25,Tower,座,Residential/Composite,住宅/綜合用途,22.31997438,114.1762001,114.17620009975485,22.319974380213523
36224,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109329,2109329,K140/60,K140/60,1960-06-25,1960-06-25,Tower,座,Residential/Composite,住宅/綜合用途,22.31997438,114.1762001,114.17620009975485,22.319974380213523
36225,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109344,2109344,K140/60,K140/60,1960-06-25,1960-06-25,Tower,座,Residential/Composite,住宅/綜合用途,22.31997438,114.1762001,114.17620009975485,22.319974380213523
36226,Building information and age records,樓宇資料及樓齡紀錄,79 WATERLOO RD IMPERIAL COURT,窩打老道79號 帝國大廈,Kowloon City,九龍城,Kowloon,九龍,2109358,2109358,K140/60,K140/60,1960-06-25,1960-06-25,Tower,座,Residential/Composite,住宅/綜合用途,22.32004696,114.1762475,114.17624750032189,22.320046959999274
36227,Building information and age records,樓宇資料及樓齡紀錄,13 HOI KWONG ST HOI KWONG COURT (BLK I),海光街13號 海光苑(第一座),Eastern,東區,Hong Kong,香港島,2109455,2109455,H35/87,H35/87,1987-03-31,1987-03-31,Tower,座,Residential/Composite,住宅/綜合用途,22.2878659,114.2110342,114.21103419976862,22.287865899591623
36228,Building information and age records,樓宇資料及樓齡紀錄,15 HOI KWONG ST HOI KWONG COURT (BLK II),海光街15號 海光苑(第二座),Eastern,東區,Hong Kong,香港島,2109655,2109655,H35/87,H35/87,1987-03-31,1987-03-31,Tower,座,Residential/Composite,住宅/綜合用途,22.28762257,114.2110274,114.21102739999458,22.287622570025633
36229,Building information and age records,樓宇資料及樓齡紀錄,16 KIMBERLEY ST,金巴利街16號,Yau Tsim Mong,油尖旺,Kowloon,九龍,2110080,2110080,D160/52,D160/52,1952-05-15,1952-05-15,Tower,座,Residential/Composite,住宅/綜合用途,22.30061275,114.1745158,114.1745157999643,22.300612749978484
36230,Building information and age records,樓宇資料及樓齡紀錄,79K WATERLOO RD YEE ON COURT,窩打老道79K號 怡安閣,Kowloon City,九龍城,Kowloon,九龍,2110426,2110426,K23/77,K23/77,1977-03-21,1977-03-21,Podium,平台,Residential/Composite,住宅/綜合用途,22.32036697,114.1763531,114.17635309961588,22.3203669702595
36231,Building information and age records,樓宇資料及樓齡紀錄,16 MODY RD PENINSULA APARTMENTS,麼地道16號 半島大廈,Yau Tsim Mong,油尖旺,Kowloon,九龍,2110768,2110768,K5/58,K5/58,1958-01-07,1958-01-07,Tower,座,Residential/Composite,住宅/綜合用途,22.29688574,114.1734705,114.17347049996363,22.296885739984987
36232,Building information and age records,樓宇資料及樓齡紀錄,124B ARGYLE ST YEE ON COURT BLK C,亞皆老街124B號 怡安閣 C座,Kowloon City,九龍城,Kowloon,九龍,2110893,2110893,K24/77,K24/77,1977-03-21,1977-03-21,Tower,座,Residential/Composite,住宅/綜合用途,22.32028256,114.1760751,114.17607510028574,22.32028255989229
36233,Building information and age records,樓宇資料及樓齡紀錄,79C WATERLOO RD YEE ON COURT BLK B,窩打老道79C號 怡安閣 B座,Kowloon City,九龍城,Kowloon,九龍,2111043,2111043,K23/77,K23/77,1977-03-21,1977-03-21,Tower,座,Residential/Composite,住宅/綜合用途,22.32038358,114.17645,114.17644999976778,22.320383579838392
36234,Building information and age records,樓宇資料及樓齡紀錄,1 UNIVERSITY RD,西貢 大學道1號,Sai Kung,西貢,New Territories,新界,2111176,2111176,NT8/2001(OP),NT8/2001(OP),2001-02-23,2001-02-23,Tower,座,Others,其他,22.33805451,114.2673153,114.26731529956146,22.33805450980782
